,New DB,,,,,,Old DB,,,,todo
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,LutDonationStatus,Id,int,NO,,,const,,,1,
,LutDonationStatus,Description,nvarchar,NO,1.00E+02,,const,,,RedirectToPayment,
,LutDonationStatus,IsSystemValue,bit,NO,,,const,,,1,
,LutDonationStatus,Id,int,NO,,,const,,,2,
,LutDonationStatus,Description,nvarchar,NO,1.00E+02,,const,,,Complete,
,LutDonationStatus,IsSystemValue,bit,NO,,,const,,,1,
,LutDonationStatus,Id,int,NO,,,const,,,3,
,LutDonationStatus,Description,nvarchar,NO,1.00E+02,,const,,,Failed,
,LutDonationStatus,IsSystemValue,bit,NO,,,const,,,1,
,LutDonationStatus,Id,int,NO,,,const,,,4,
,LutDonationStatus,Description,nvarchar,NO,1.00E+02,,const,,,WaitForPhonePayment,
,LutDonationStatus,IsSystemValue,bit,NO,,,const,,,1,
,,,,,,,,,,,
,LutDonationSourceType,Id,int,NO,,,const,,,1,
,LutDonationSourceType,Description,nvarchar,NO,100,,const,,,DefinedSource,
,LutDonationSourceType,IsSystemValue,bit,NO,,,const,,,1,
,LutDonationSourceType,Id,int,NO,,,const,,,2,
,LutDonationSourceType,Description,nvarchar,NO,100,,const,,,UnknownSource,
,LutDonationSourceType,IsSystemValue,bit,NO,,,const,,,1,
,LutDonationSourceType,Id,int,NO,,,const,,,3,
,LutDonationSourceType,Description,nvarchar,NO,100,,const,,,None,
,LutDonationSourceType,IsSystemValue,bit,NO,,,const,,,1,
,LutApp,Id,int,NO,,,const,,,1,
,LutApp,Description,nvarchar,NO,100,,const,,,CustomerSite',
,LutApp,IsSystemValue,bit,NO,,,const,,,1,
,LutApp,Id,int,NO,,,const,,,2,
,LutApp,Description,nvarchar,NO,100,,const,,,ManagementSite',
,LutApp,IsSystemValue,bit,NO,,,const,,,1,
,LutApp,Id,int,NO,,,const,,,3,
,LutApp,Description,nvarchar,NO,100,,const,,,Asakim',
,LutApp,IsSystemValue,bit,NO,,,const,,,1,
,LutApp,Id,int,NO,,,const,,,4,
,LutApp,Description,nvarchar,NO,100,,const,,,Nedarim',
,LutApp,IsSystemValue,bit,NO,,,const,,,1,
7,Donation,Id,int,NO,,,direct,Kupat1.Orders,OrdersId,"create record for each record in Kupat1.Orders
where chargeStatus = 'OrderFinished' or DateCreated > DATEADD(month, -1, GETDATE())",
7,Donation,ItemId,int,NO,,,FK,NewDB.ProjectItem,Id,"find created ProjectItem.Id: if Orders.ProjectId>0 then if related Product is not Certificate : find projectItem of Project of type 5(FundDonation) , is it's Certificate - find ProjectItem of Project of Type 4(Donation), else if PrayerId>0 then find ProjectItem of type 3(PrayerName) of created project for this PrayerId . else if  ProjectId is null or 0 and PreyerId is null or 0 then take projectItem=1 - 'קרן קופת העיר'",
7,Donation,Status,int,NO,,,expression,Kupat1.Orders,chargeStatus,"if ChargeStatus= 'RedirectedToChargePage' ->1(RedirectToPayment)
,'OrderFinished'->2(Complete)
,->3(Failed)
,'AwaitingCharge'->4(WaitForPhonePayment)
,'ManualCharge'->4(WaitForPhonePayment)",
7,Donation,Currency,int,NO,,,expression,Kupat1.Orders,"ChargeCurrency ,Currency","if chargeCurrency is  null take currency, when ='₪' -> 1(NIS), '$'->2(Dollar), '€'->3(Euro),'£'->4(Pound), else else 1(NIS)
",
7,Donation,MonthlySum,int,NO,,,expression,Kupat1.Orders,"Total,Payments","round(Total/(case when Payments = 0 then 1 else Payments end),2)",
7,Donation,PaymentsCount,int,YES,,,direct,Kupat1.Orders,Payments,if Payments = 0 then 1 ,
7,Donation,PaymentType,int,NO,,,expression,Kupat1.Orders,donationtype,if DonationType='FixedDonation'=>1(Fixed) else 2(OneTime),
7,Donation,ReferenceNum,nvarchar,YES,50,,direct,Kupat1.Orders,ReferenceCode,,
7,Donation,ClearingMethod,int,YES,,,expression,Kupat1.Orders,"PaymentMethod,OrderLaguage","case when PaymentMethod='CreditCard' then 
                                (case when OrderLaguage='en' and ChargeCurrency = '£' then 1/*Stripe*/
                                      when OrderLaguage='en' then 3/*Authorize*/
                                      when OrderLaguage='he' then 2/*CardCom*/
                                          when OrderLaguage='fr' then 4/*PayLine*/
                                          else 22/*Other*/end)
                                  when PaymentMethod='PayPal' or PaymentMethod=' PayPal' then 5/*PayPal*/
                                when PaymentMethod='NedarimPlus' then 6/*Nedarim*/
                                --when PaymentMethod='' then 7/*Asakim*/ - todo: after API created
                                when PaymentMethod='AsserBishvil' then 8/*AsserBishvil*/
                                when PaymentMethod='Broom' then 9/*Broom*/
                                when PaymentMethod='ThreePillars' then 10/*ThreePillars*/                        
                                when PaymentMethod='Cash' then 11/*Cash*/ 
                                when PaymentMethod='Check' then 12/*Check*/
                                when PaymentMethod='BusinessCredit' and OrderLaguage='he' then 16/*Asakim Phone Credit*/
                                when PaymentMethod='BankTransfer' then 19/*BankTransfer*/
                                when PaymentMethod='BankStandingOrder' then 20/*BankStandingOrder*/
                                when PaymentMethod='Bit' then 21/*Bit*/
                                --when PaymentMethod='ManualCharge' then 
                                --when PaymentMethod='NedarimWithProblems' then                        
                            else 22/*Other*/end",handle Asakim after API created
7,Donation,TerminalId,int,YES,,,direct,Kupat1.Orders,TerminalNumber,,
7,Donation,ProviderReferenceNum,nvarchar,YES,50,,direct,Kupat1.Orders,InternalDealNumber,,
7,Donation,ProviderApprovalNum,nvarchar,YES,100,,direct,Kupat1.Orders,TokenApprovalNumber,,
7,Donation,ProviderResultCode,nvarchar,YES,10,,direct,Kupat1.Orders,ChargeResultNum,,
7,Donation,ProviderResultMsg,nvarchar,YES,500,,direct,Kupat1.Orders,ChargeErrorDesc,,
7,Donation,MoreProviderDetails,nvarchar,YES,-1,,expression,,,"following fields from Kupat1.Orders in Json format: voucherAccountNum
cardToken
cardOwnerName
cardExp
cardNum,
cardHolderId,
cardAuthNum,
firstPayment,
constPayment,
LowProfileDealGuid",
7,Donation,ReceiptBy,int,YES,,,,,,if AsakimInvoiceID is not null and orderLanguage='he' then 3(עסקים ישראל) ,
7,Donation,ReceiptForCountry,int,YES,,,,,,if AsakimInvoiceID is not null and orderLanguage='he' then 1(ישראל),
7,Donation,ReceiptNum,int,YES,,,,Kupat1.Orders,AsakimInvoiceID,,
7,Donation,UserId,int,YES,,,FK,NewDB.CustomerUser,Id,if Kupat1.Orders.UserId=0 -> NULL else find created CustonmerUser.Id,
7,Donation,DonorFirstName,nvarchar,YES,100,,direct,Kupat1.Orders,BillingFirstName,,
7,Donation,DonorLastName,nvarchar,YES,300,,direct,Kupat1.Orders,BillingLastName,,
7,Donation,DonorEmail,nvarchar,YES,100,,direct,Kupat1.Orders,Email,,
7,Donation,DonorPhone,nvarchar,YES,100,,direct,Kupat1.Orders,Phone,,
7,Donation,SourceType,int,NO,,,expression,,,can set temp 3(None) and later run update:  if SourceId != null then 1(DefinedSource) else if UnknownSourceCode is not null then 2(UnknownSource) else 3(None),
7,Donation,SourceId,int,YES,,,FK,NewDB.Source,Id,if Orders.UserSource is not null and not startWith 'recparam' find source in Source table,
7,Donation,UnknownSourceCode,nvarchar,YES,50,,expression,,,when UserSource !StartWith('recParam') and not exists in UserSources table,
7,Donation,RecruiterId,int,YES,,,FK,NewDb.Recriuter,Id,find created Recriuter for Orders.RecriuterId or UserSource=recParam<RecriuterId>,
7,Donation,SourceApp,int,NO,,,expression,,,if isManualDonation=true ->2(ManagementSite) else if PaymentMethod='NedarimPlus'->4(Nedarim) else 1(CustomerSite),handle source=Asakim
7,Donation,SourceIP,nvarchar,YES,200,,direct,Kupat1.Orders,Ip,,
7,Donation,EngravingName,nvarchar,YES,300,,direct,Kupat1.Orders,CertificateFullName,,
7,Donation,SendReceiptByPost,bit,NO,,,expression,Kupat1.Orders,AnonymousUser,!AnonymousUser,
7,Donation,ReceiptAddress,int,YES,,,FK,Address,,"if not IsAnonymous then create Address record by columns: billingSteet/city/country/zip
",
7,Donation,ShippingAddress,int,YES,,,FK,Address,,if CertificateStreet not null create Address record by CertificateStreet/city/country/zip ,
7,Donation,DeliveryMethod,int,YES,,,no-mapping,,,,
7,Donation,DisplayAsAnonymous,bit,NO,,,direct,Kupat1.Orders,AnonymousUserName,"IsNULL(AnonymousUserName,0)",
7,Donation,DisplayName,nvarchar,YES,100,,direct,Kupat1.Orders,UserFullName,"left(UserFullName,100)",
7,Donation,CustomerComments,nvarchar,YES,-1,,direct,Kupat1.Orders,UserComments,,
7,Donation,RecordStatus,int,NO,,,const,,,2(Accept),
7,Donation,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
7,Donation,StatusChangedBy,int,NO,,,const,,,-1,
7,Donation,CreatedAt,datetime,NO,,,direct,Kupat1.Orders,DateCreated,,
7,Donation,CreatedBy,int,NO,,,const,,,-1,
7,Donation,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
7,Donation,UpdatedBy,int,NO,,,const,,,-1,
,LutPermissionType,Id,int,NO,,,,,,,
,LutPermissionType,Description,nvarchar,NO,100,,,,,,
,LutPermissionType,IsSystemValue,bit,YES,,,,,,,
,Permission,Id,int,NO,,,,,,,
,Permission,PermissionName,nvarchar,NO,50,,,,,,
,Permission,PermissionType,int,NO,,,,,,,
,Permission,Description,nvarchar,YES,200,,,,,,
,Banner,,,,,,,,,,
,Banner,Id,int,NO,,,direct,Kupat1.Banners,BannersId,create records for each record in kupat1.Banners,
,Banner,Name,nvarchar,NO,100,,direct,Kupat1.Banners,Name,,
,Banner,Order,int,YES,,,direct,Kupat1.Banners,Sort,,
,Banner,BelongToEntityType,int,NO,,,,,,,
,Banner,EntityId,int,NO,,,,,,,
,Banner,RecordStatus,int,NO,,,const,,,2/*Accept*/,
,Banner,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
,Banner,StatusChangedBy,int,NO,,,const,,,-1,
,Banner,CreatedAt,datetime,NO,,,const,,,GETDATE(),
,Banner,CreatedBy,int,NO,,,const,,,-1,
,Banner,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
,Banner,UpdatedBy,int,NO,,,const,,,-1,
,Banner Desktop Media - Hebrew,,,,,,,,,,
,Media,Id,int,NO,,,auto,,,create records for each record in Kupat1.Banners only if Pic is not null,
,Media,RelativePath,nvarchar,NO,500,,direct,Kupat1.Banners,Pic,,
,Media,MediaType,int,NO,,,const,,,1 (Image),
,Media,FriendlyName,nvarchar,YES,100,,direct,Kupat1.Banners,Name,,
,Media,MatchToPlatform,int,NO,,,const,,,1(Desktop),
,Media,RecordStatus,int,NO,,,const,,,2 (Accept),
,Media,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
,Media,StatusChangedBy,int,NO,,,const,,,-1,
,Media,CreatedAt,datetime,NO,,,const,,,GETDATE(),
,Media,CreatedBy,int,NO,,,const,,,-1,
,Media,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
,Media,UpdatedBy,int,NO,,,const,,,-1,
,Banner Mobile Media - Hebrew,,,,,,,,,,
,Media,Id,int,NO,,,auto,,,create records for each record in Kupat1.Banners only if Pic is not null,
,Media,RelativePath,nvarchar,NO,500,,direct,Kupat1.Banners,MobilePic,,
,Media,MediaType,int,NO,,,const,,,1 (Image),
,Media,FriendlyName,nvarchar,YES,100,,direct,Kupat1.Banners,Name,,
,Media,MatchToPlatform,int,NO,,,const,,,2(Mobile),
,Media,RecordStatus,int,NO,,,const,,,2 (Accept),
,Media,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
,Media,StatusChangedBy,int,NO,,,const,,,-1,
,Media,CreatedAt,datetime,NO,,,const,,,GETDATE(),
,Media,CreatedBy,int,NO,,,const,,,-1,
,Media,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
,Media,UpdatedBy,int,NO,,,const,,,-1,
,Banner Desktop Media - English,,,,,,,,,,
,Media,Id,int,NO,,,auto,,,create records for each record in Kupat1.Banners only if Pic_en is not null,
,Media,RelativePath,nvarchar,NO,500,,direct,Kupat1.Banners,Pic_en,,
,Media,MediaType,int,NO,,,const,,,1 (Image),
,Media,FriendlyName,nvarchar,YES,100,,direct,Kupat1.Banners,Name_en,,
,Media,MatchToPlatform,int,NO,,,const,,,1(Desktop),
,Media,RecordStatus,int,NO,,,const,,,2 (Accept),
,Media,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
,Media,StatusChangedBy,int,NO,,,const,,,-1,
,Media,CreatedAt,datetime,NO,,,const,,,GETDATE(),
,Media,CreatedBy,int,NO,,,const,,,-1,
,Media,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
,Media,UpdatedBy,int,NO,,,const,,,-1,
,Banner Mobile Media - English,,,,,,,,,,
,Media,Id,int,NO,,,auto,,,create records for each record in Kupat1.Banners only if MobilePic_en is not null,
,Media,RelativePath,nvarchar,NO,500,,direct,Kupat1.Banners,MobilePic_en,,
,Media,MediaType,int,NO,,,const,,,1 (Image),
,Media,FriendlyName,nvarchar,YES,100,,direct,Kupat1.Banners,Name_en,,
,Media,MatchToPlatform,int,NO,,,const,,,2(Mobile),
,Media,RecordStatus,int,NO,,,const,,,2 (Accept),
,Media,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
,Media,StatusChangedBy,int,NO,,,const,,,-1,
,Media,CreatedAt,datetime,NO,,,const,,,GETDATE(),
,Media,CreatedBy,int,NO,,,const,,,-1,
,Media,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
,Media,UpdatedBy,int,NO,,,const,,,-1,
,Banner Desktop Media - French,,,,,,,,,,
,Media,Id,int,NO,,,auto,,,create records for each record in Kupat1.Banners only if Pic_fr is not null,
,Media,RelativePath,nvarchar,NO,500,,direct,Kupat1.Banners,Pic_fr,,
,Media,MediaType,int,NO,,,const,,,1 (Image),
,Media,FriendlyName,nvarchar,YES,100,,direct,Kupat1.Banners,Name_fr,,
,Media,MatchToPlatform,int,NO,,,const,,,1(Desktop),
,Media,RecordStatus,int,NO,,,const,,,2 (Accept),
,Media,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
,Media,StatusChangedBy,int,NO,,,const,,,-1,
,Media,CreatedAt,datetime,NO,,,const,,,GETDATE(),
,Media,CreatedBy,int,NO,,,const,,,-1,
,Media,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
,Media,UpdatedBy,int,NO,,,const,,,-1,
,Banner Mobile Media - French,,,,,,,,,,
,Media,Id,int,NO,,,auto,,,create records for each record in Kupat1.Banners only if MobilePic_fr is not null,
,Media,RelativePath,nvarchar,NO,500,,direct,Kupat1.Banners,MobilePic_fr,,
,Media,MediaType,int,NO,,,const,,,1 (Image),
,Media,FriendlyName,nvarchar,YES,100,,direct,Kupat1.Banners,Name_fr,,
,Media,MatchToPlatform,int,NO,,,const,,,2(Mobile),
,Media,RecordStatus,int,NO,,,const,,,2 (Accept),
,Media,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
,Media,StatusChangedBy,int,NO,,,const,,,-1,
,Media,CreatedAt,datetime,NO,,,const,,,GETDATE(),
,Media,CreatedBy,int,NO,,,const,,,-1,
,Media,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
,Media,UpdatedBy,int,NO,,,const,,,-1,
,Banner Link - Hebrew,,,,,,,,,,
,LinkSetting,Id,int,NO,,,auto,,,create one record for each Fund banner,
,LinkSetting,LinkType,int,NO,,,const,,,2 (Banner),
,LinkSetting,LinkTargetType,int,NO,,,const,,,"case when Link like '%Project%' then 1/*ToProjectPage*/
         when Link like '%/news/%' then 1/*ToProjectPage*/
         when Link like '%Donation%' then 3/*Link to Execution Page*/
         when Link like '%prayermodal%' then 2/*ToItemPage*/ end",
,LinkSetting,ProjectId,int,NO,,,FK,NewDB.Project,Id,extract the PID from Kupat1.Bunners.Link and than find the related created record id ,
,LinkSetting,ItemId,int,YES,,,FK,NewDB.ProjectItem,Id,?,
,LinkSetting,LinkText,nvarchar,NO,200,,direct,,,?,
,LinkSetting,MediaId,int,YES,,,FK,NewDB.Media,,created 'Banner Desktop Media - Hebrew' record id,
,LinkSetting,MobileMediaId,int,YES,,,FK,NewDB.Media,,created 'Banner Mobile Media - Hebrew' record id,
,LinkSetting,Description,nvarchar,YES,1000,,no-mapping,,,,
,LinkSetting,DonationPagePaymentType,int,YES,,,no-mapping,,,,
,LinkSetting,DonationPagePaymentSum,int,YES,,,no-mapping,,,,
,LinkSetting,DonationPagePaymentCount,int,YES,,,no-mapping,,,,
,LinkSetting,CreatedAt,datetime,NO,,,const,,,GETDATE(),
,LinkSetting,CreatedBy,int,NO,,,const,,,-1,
,LinkSetting,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
,LinkSetting,UpdatedBy,int,NO,,,const,,,-1,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,BannerLocalization - Hebrew,,,,,,,,,,
,BannerLocalization,Id,int,NO,,,auto,,,create record for each found Banners ,
,BannerLocalization,BannerId,int,NO,,,direct,Kupat1.Bunners,BunersId,,
,BannerLocalization,Language,int,NO,,,const,,,1(Hebrew),
,BannerLocalization,LinkSettingId,int,YES,,,FK,NewDB. LinkSettings,Id,find the record id in NewDB.LinkSettings that was created for this banner for Link(Hebrew),
,BannerLocalization,RecordStatus,int,NO,,,const,,,2 (Accept),
,BannerLocalization,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
,BannerLocalization,StatusChangedBy,int,NO,,,const,,,-1,
,BannerLocalization,CreatedAt,datetime,NO,,,const,,,GETDATE(),
,BannerLocalization,CreatedBy,int,NO,,,const,,,-1,
,BannerLocalization,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
,BannerLocalization,UpdatedBy,int,NO,,,const,,,-1,
,BannerLocalization - English,,,,,,,,,,
,BannerLocalization,Id,int,NO,,,auto,,,create record for each found Banners  has Link_en,
,BannerLocalization,BannerId,int,NO,,,direct,Kupat1.Bunners,BunersId,,
,BannerLocalization,Language,int,NO,,,const,,,2(English),
,BannerLocalization,LinkSettingId,int,YES,,,FK,NewDB. LinkSettings,Id,find the record id in NewDB.LinkSettings that was created for this banner for Link_en(English),
,BannerLocalization,RecordStatus,int,NO,,,const,,,2 (Accept),
,BannerLocalization,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
,BannerLocalization,StatusChangedBy,int,NO,,,const,,,-1,
,BannerLocalization,CreatedAt,datetime,NO,,,const,,,GETDATE(),
,BannerLocalization,CreatedBy,int,NO,,,const,,,-1,
,BannerLocalization,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
,BannerLocalization,UpdatedBy,int,NO,,,const,,,-1,
,BannerLocalization - French,,,,,,,,,,
,BannerLocalization,Id,int,NO,,,auto,,,create record for each found Banners  has Link_fr,
,BannerLocalization,BannerId,int,NO,,,direct,Kupat1.Bunners,BunersId,,
,BannerLocalization,Language,int,NO,,,const,,,3(French),
,BannerLocalization,LinkSettingId,int,YES,,,FK,NewDB. LinkSettings,Id,find the record id in NewDB.LinkSettings that was created for this banner for Link_fr(French),
,BannerLocalization,RecordStatus,int,NO,,,const,,,2 (Accept),
,BannerLocalization,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
,BannerLocalization,StatusChangedBy,int,NO,,,const,,,-1,
,BannerLocalization,CreatedAt,datetime,NO,,,const,,,GETDATE(),
,BannerLocalization,CreatedBy,int,NO,,,const,,,-1,
,BannerLocalization,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
,BannerLocalization,UpdatedBy,int,NO,,,const,,,-1,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,LutPermissionLevel,Id,int,NO,,,,,,,
,LutPermissionLevel,Description,nvarchar,NO,100,,,,,,
,LutPermissionLevel,IsSystemValue,bit,YES,,,,,,,
,RolePermission,Id,int,NO,,,,,,,
,RolePermission,RoleId,int,NO,,,,,,,
,RolePermission,PermissionId,int,NO,,,,,,,
,RolePermission,Level,int,YES,,,,,,,
,RolePermission,CreatedAt,datetime,NO,,,,,,,
,RolePermission,CreatedBy,int,NO,,,direct,Donation,Id,,
,RolePermission,UpdatedAt,datetime,NO,,,direct,Donation,UserId,,
,RolePermission,UpdatedBy,int,NO,,,no-mapping,Donation,,,
,LutListViewOrder,Id,int,NO,,,,Donation,,,
,LutListViewOrder,Description,nvarchar,NO,100,,,Donation,,,
,LutListViewOrder,IsSystemValue,bit,NO,,,,Donation,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,LutCountry,Id,int,NO,,,auto,,,,
,LutCountry,Description,nvarchar,NO,100,,const,Donation,,take Hebrew translation for Kupat1.Countries right outer join to full counties list excel,
,Translations for LutCountry,,,,,,,,,"take newDB.LutCountry.Description for 'he',
take Kupat1.Countries.Name_en if it null take Name_en from excel(normalized to upperCase first letter only) for 'en'
take Kupat1.Countries.Name_fr if it null take Name_r from excel(normalized to upperCase first letter only) for 'fr'",
3,Address - Donation Reciept Address,,,,,,,,,,
3,Address,Id,int,NO,,,auto,,,"create record for each record in Kupat1.Orders 
where IsNull([AnonymousUser],0) = 0 and (BillingCountry is not null or BillingCity is not null or BillingStreet is not null) .
 *Save the relationship between the Address.Ids and the OrdersID for use when inserting to the donations table

*Note (related also to Shipping Address - next table below)
- If the record is not associated with a UserId
o Its' address will not be combined with identical addresses from other donation records.
o the address for receipt will combine with the address for sending the note in the same contribution (if they are the same).
- Donation records of the same UserId - We will combine identical address records.",
3,Address,Country,int,NO,,,FK,NewDB.LutCountries,Id,,
3,Address,City,nvarchar,NO,100,,direct,Kupat1.Orders,BillingCity,if Null set '',
3,Address,Street,nvarchar,YES,100,,direct,Kupat1.Orders,BillingStreet,"left(BillingStreet,100)",
3,Address,Number,nvarchar,YES,10,,no-mapping,,,,
3,Address,Entrance,nvarchar,YES,10,,no-mapping,,,,
3,Address,Floor,nvarchar,YES,10,,no-mapping,,,,
3,Address,ZipCode,nvarchar,YES,10,,direct,Kupat1.Orders,BillingZip,"left(BillingZip,10)",
3,Address,Latitude,float,YES,,,no-mapping,Donation,,,
3,Address,Longitude,float,YES,,,no-mapping,Donation,,,
3,Address,Comments,nvarchar,YES,1000,,expression,,,"if BillingStreet len > 100 save the whole text in Comments:
street:..,
if BillingCode len > 10 save the whole text in Comments:
zip:..,
if BillingCountry not found in LutCountries and its' translations save it in Comments:
country:..",
